loan_id,customer_id,loan_amount,loan_type,interest_rate,term,issue_date,status,credit_score_band,exposure_at_default,recovered_amount
806,852,826117,auto,12.1,120,2022-03-26,active,500-600,797108.1705408792,0.0
807,934,847566,mortgage,9.8,60,2021-02-07,active,300-500,792233.4360851218,0.0
808,1079,1166543,personal,9.4,12,2021-11-05,paid,500-600,1239113.895722938,0.0
809,503,104455,personal,24.0,12,2020-09-07,paid,500-600,124706.69159888949,0.0
810,728,1519639,auto,24.2,12,2022-05-18,active,500-600,1710082.2577888302,0.0
811,705,1233981,personal,19.5,36,2020-07-13,paid,700+,1082035.7786687196,0.0
812,774,2346798,personal,22.7,12,2021-07-25,active,500-600,2419716.386966054,0.0
813,710,4394241,mortgage,23.4,120,2021-09-01,active,300-500,3632124.432282632,0.0
814,724,2579464,personal,15.2,60,2022-07-18,paid,700+,2318335.0437412206,0.0
815,458,2168344,business,17.6,24,2022-05-17,active,600-700,1884046.0658317967,0.0
816,702,845165,mortgage,13.4,60,2022-05-16,active,500-600,789568.5377276227,0.0
817,957,3390889,mortgage,13.4,12,2021-08-07,active,500-600,3633424.3282713457,0.0
818,817,1744428,business,5.8,12,2020-08-09,active,700+,1744004.6740170345,0.0
819,116,3832069,mortgage,13.7,120,2021-09-22,default,500-600,4495644.261761797,503067.15497801424
820,373,4490591,personal,18.5,60,2020-06-30,active,600-700,3974620.010193662,0.0
821,784,2053683,auto,13.4,120,2022-06-14,active,600-700,1942134.4528424924,0.0
822,215,3154787,mortgage,22.4,120,2021-12-30,active,500-600,2940075.448472554,0.0
823,960,2822789,personal,11.7,24,2020-09-12,default,600-700,2524661.411103922,282512.1738767426
824,1079,3262772,auto,7.7,120,2022-06-26,active,500-600,3906413.51068943,0.0
825,792,1563749,auto,21.2,120,2020-03-28,paid,300-500,1493208.6237844124,0.0
826,190,2288214,auto,18.5,24,2022-05-22,default,700+,2691405.526521963,301171.009600503
827,181,466104,business,9.8,36,2022-02-25,late,300-500,445683.6992227095,0.0
828,423,2176503,auto,15.7,36,2021-05-06,paid,500-600,1918884.8604216338,0.0
829,1060,244085,auto,13.0,24,2020-12-01,active,600-700,206906.59088987584,0.0
830,213,768171,auto,23.8,120,2021-06-21,active,600-700,877424.3334659283,0.0
831,868,508095,personal,17.1,12,2021-02-10,default,500-600,412999.46025690634,46215.058706063144
832,157,2177461,personal,8.2,60,2021-09-24,default,600-700,2581941.441887936,288921.867448065
833,253,4890397,auto,15.0,12,2020-10-15,active,300-500,4730366.019016964,0.0
834,976,1177732,mortgage,22.3,12,2020-12-27,active,600-700,1058721.875700513,0.0
835,503,2445296,personal,18.4,120,2021-03-16,active,700+,2560172.2229286786,0.0
836,727,1500424,personal,21.8,60,2020-01-30,paid,700+,1280109.5371451273,0.0
837,954,31576,personal,10.0,60,2022-07-07,paid,600-700,26172.0274523725,0.0
838,365,3683336,mortgage,22.8,36,2021-12-14,active,500-600,4166270.4881156706,0.0
839,414,2773262,auto,20.1,24,2022-06-12,active,300-500,2689698.928711593,0.0
840,814,2734442,business,19.6,120,2021-07-01,active,500-600,2754408.7993459767,0.0
841,140,3340263,auto,11.9,60,2021-09-28,active,600-700,2908294.8562772204,0.0
842,204,3675842,auto,22.8,120,2020-08-10,paid,300-500,3030987.927140162,0.0
843,1000,2747968,mortgage,17.8,36,2022-01-16,paid,700+,2602629.217476412,0.0
844,989,2801338,personal,22.0,12,2020-05-03,active,700+,2808225.092139974,0.0
845,292,2196203,personal,12.2,60,2022-09-08,active,300-500,2429378.811224156,0.0
846,500,2921451,mortgage,7.9,36,2021-11-13,active,600-700,2922680.346855958,0.0
847,377,3347031,personal,11.6,120,2022-09-24,paid,600-700,3725254.898364906,0.0
848,453,2310457,mortgage,14.1,36,2022-08-19,active,500-600,1955046.5895311905,0.0
849,848,3462550,mortgage,15.7,36,2021-11-23,active,600-700,2858629.718536314,0.0
850,1036,3955123,mortgage,15.2,36,2020-08-02,paid,500-600,3415424.2612343766,0.0
851,832,2564728,business,15.9,36,2020-04-27,paid,300-500,2843782.84726843,0.0
852,679,4778026,mortgage,21.8,36,2020-08-14,paid,600-700,5273660.6342133265,0.0
853,808,2173769,personal,8.4,36,2022-06-09,active,700+,1861935.580417317,0.0
854,355,4093501,mortgage,11.3,24,2021-03-19,active,500-600,3325541.641415126,0.0
855,750,4846161,mortgage,22.8,120,2021-07-02,active,600-700,5205323.437310353,0.0
856,923,1790248,personal,16.2,12,2022-04-08,paid,500-600,2044665.0007548693,0.0
857,1046,2618026,personal,16.7,120,2021-08-30,paid,700+,2884130.2214582963,0.0
858,760,4805817,mortgage,14.6,60,2021-09-23,paid,700+,4234499.515449045,0.0
859,198,2190019,business,16.0,60,2021-03-12,active,300-500,2263400.314605413,0.0
860,687,789957,mortgage,9.0,120,2020-01-12,paid,700+,871280.1410272762,0.0
861,381,1923980,business,15.9,36,2020-05-01,active,300-500,1736067.7243897654,0.0
862,982,1517394,auto,24.9,24,2021-06-30,active,300-500,1534219.35106928,0.0
863,502,2989845,personal,16.3,12,2021-05-03,active,600-700,2767951.146607583,0.0
864,208,2722188,auto,5.9,36,2020-09-07,default,500-600,2423373.8776570437,271177.99609954166
865,799,264265,mortgage,20.9,120,2021-08-01,active,600-700,313903.4093756397,0.0
866,298,4723797,personal,12.9,120,2021-04-26,paid,600-700,5503378.370691952,0.0
867,402,920913,mortgage,8.1,24,2021-07-03,paid,300-500,900898.8828454907,0.0
868,426,2067017,auto,22.3,24,2020-10-06,active,500-600,1766702.630978511,0.0
869,253,663817,personal,9.0,120,2022-01-11,default,500-600,724332.4969473612,81053.54144605523
870,651,1006433,business,23.4,36,2020-12-02,active,500-600,908084.822199334,0.0
871,744,2045286,auto,13.8,36,2020-06-16,active,300-500,1774095.6436125494,0.0
872,504,2591505,business,19.9,36,2022-08-18,default,300-500,2468697.7428454375,276249.78260784445
873,561,4118949,personal,15.9,12,2022-08-10,paid,700+,4168128.936647013,0.0
874,231,4886691,business,10.1,12,2020-11-23,active,700+,4099817.113108181,0.0
875,890,4684071,personal,18.4,36,2020-09-02,paid,300-500,4818497.229503554,0.0
876,973,4213887,personal,24.2,120,2021-08-13,paid,500-600,3396980.126753336,0.0
877,183,4778979,auto,20.4,24,2021-09-17,active,600-700,5528072.604529635,0.0
878,498,1507850,auto,17.1,60,2020-10-27,active,700+,1761616.1424716553,0.0
879,853,4046480,mortgage,24.8,24,2021-12-29,paid,500-600,4423726.489440095,0.0
880,727,956803,mortgage,10.3,24,2020-07-18,active,700+,944000.7495087995,0.0
881,208,3496444,personal,6.2,60,2022-06-11,paid,600-700,3153647.414333387,0.0
882,320,4020088,mortgage,5.6,36,2021-05-14,paid,700+,4412628.834609519,0.0
883,1003,2105598,mortgage,19.2,24,2022-05-13,active,300-500,2469274.5299343443,0.0
884,652,4883014,mortgage,21.6,60,2022-01-23,late,700+,4216060.120194427,0.0
885,467,478298,mortgage,17.7,120,2020-01-13,active,500-600,471759.09033484414,0.0
886,246,4013031,business,23.1,120,2020-12-31,paid,700+,3716486.687409159,0.0
887,211,4340453,mortgage,19.0,120,2021-12-19,active,500-600,4091730.787395875,0.0
888,714,580303,auto,12.4,36,2022-02-12,paid,600-700,558427.3831100167,0.0
889,657,998651,business,8.6,24,2020-04-06,active,700+,1179125.7484411125,0.0
890,1023,3327657,mortgage,23.5,24,2020-03-11,paid,600-700,3006387.9128465746,0.0
891,593,4960860,personal,7.1,12,2022-09-19,active,600-700,4946326.345250165,0.0
892,604,3346640,personal,15.9,120,2022-03-25,active,500-600,3951026.4128648853,0.0
893,574,4198695,auto,11.3,36,2022-05-10,active,600-700,4158483.073870079,0.0
894,935,2670891,personal,10.4,60,2022-01-11,paid,700+,3059344.876281725,0.0
895,989,4626167,mortgage,17.9,36,2020-12-22,active,300-500,3809675.863898425,0.0
896,370,569119,personal,9.6,24,2022-03-22,default,600-700,672250.2874901514,75225.48935584386
897,1094,1973957,personal,23.3,120,2021-06-27,paid,700+,1727236.968156041,0.0
898,520,2352094,mortgage,13.1,12,2020-09-06,paid,600-700,2803634.926232498,0.0
899,996,2202271,business,18.5,36,2020-09-10,active,700+,1916483.9354519236,0.0
900,806,2855376,mortgage,19.6,12,2022-02-09,paid,700+,2791833.545020409,0.0
901,466,3966558,business,18.7,24,2020-06-30,active,600-700,3662901.3121852037,0.0
902,379,3741570,business,23.1,60,2022-05-01,paid,600-700,3641642.2752906336,0.0
903,382,3042362,personal,9.6,36,2022-08-31,paid,700+,2738764.3795237206,0.0
904,139,1211988,personal,6.7,24,2022-09-14,active,700+,1437571.648021341,0.0
905,1058,1600346,auto,6.1,120,2020-06-14,active,700+,1475983.1021445745,0.0
906,288,4444921,auto,22.6,36,2020-01-04,active,300-500,4717438.950162967,0.0
907,263,3264449,mortgage,24.5,12,2021-04-07,active,500-600,2791035.3279893105,0.0
908,1093,615398,business,11.1,36,2020-05-24,paid,600-700,695248.9637606596,0.0
909,1088,4317910,personal,18.9,24,2020-06-13,active,600-700,4391328.189743665,0.0
910,635,1597514,personal,5.2,24,2020-12-09,paid,500-600,1903882.7584738082,0.0
911,635,3332918,mortgage,8.8,12,2022-09-24,active,300-500,3230800.3478896236,0.0
912,103,4945371,mortgage,18.8,24,2022-05-23,late,500-600,4342921.70116848,0.0
913,934,270102,personal,6.3,36,2020-04-14,paid,600-700,253465.76951480343,0.0
914,389,157631,personal,14.4,12,2021-07-01,paid,700+,172572.25018164943,0.0
915,1052,1353054,personal,18.3,24,2020-11-09,active,700+,1439165.8858638215,0.0
916,532,2343697,mortgage,20.3,24,2020-06-17,active,500-600,2604641.7936765756,0.0
917,570,3169016,auto,14.1,36,2021-06-03,active,500-600,2628344.2126079258,0.0
918,280,1736334,auto,17.6,24,2022-08-20,active,500-600,1792152.8148678057,0.0
919,347,3363030,mortgage,15.8,36,2022-07-14,default,500-600,3944388.490373362,441381.07475668634
920,727,1857199,mortgage,6.0,120,2021-08-20,paid,600-700,1565917.3347837063,0.0
921,378,3217443,mortgage,19.9,36,2021-03-11,active,500-600,2695361.727377101,0.0
922,976,1648004,personal,8.4,60,2021-08-31,active,300-500,1790789.9436582467,0.0
923,680,1739187,personal,5.6,24,2021-05-26,active,500-600,1610614.091932924,0.0
924,962,3337775,personal,14.0,120,2021-02-12,active,500-600,3549495.68954495,0.0
925,353,4471595,auto,22.3,12,2021-03-11,active,300-500,4552771.46465337,0.0
926,280,3470096,business,8.0,60,2020-11-10,paid,500-600,4144775.186735469,0.0
927,929,1340363,mortgage,5.3,12,2021-06-25,active,500-600,1548953.7304795543,0.0
928,780,3456839,auto,7.2,60,2021-09-04,paid,500-600,3703066.5744564026,0.0
929,924,3123506,personal,12.3,120,2021-08-01,active,500-600,2825741.7058723792,0.0
930,608,4307839,mortgage,16.6,120,2022-06-18,paid,600-700,3897574.4781320468,0.0
931,860,1571014,auto,8.9,120,2022-05-10,active,700+,1811218.1448428088,0.0
932,799,4926952,mortgage,21.0,60,2022-08-10,paid,600-700,5095140.5328962905,0.0
933,665,4787551,personal,20.1,36,2020-03-03,active,600-700,5341531.513978129,0.0
934,425,4599369,auto,18.9,12,2020-02-01,active,700+,4507131.794302037,0.0
935,456,2829648,auto,14.7,36,2021-08-21,active,500-600,2380383.2439214876,0.0
936,924,3267983,auto,12.3,36,2020-07-29,paid,300-500,3049271.875942923,0.0
937,749,3664250,auto,12.5,24,2021-04-07,paid,500-600,3167596.374068454,0.0
938,779,761972,business,15.1,12,2021-07-16,active,500-600,847871.4859189491,0.0
939,490,269427,personal,6.5,60,2021-07-28,active,600-700,291036.3375349363,0.0
940,714,3587507,personal,18.6,24,2020-03-20,active,300-500,2996878.391183021,0.0
941,1033,3641171,personal,12.0,24,2020-12-08,active,700+,3817964.997518073,0.0
942,184,2249155,personal,9.5,120,2020-08-19,default,300-500,2585750.4984939517,289348.1047476301
943,416,4986820,mortgage,10.6,60,2022-05-27,default,700+,5380508.086234584,602084.3148780375
944,311,3753185,mortgage,8.6,36,2021-09-04,paid,700+,3769867.0260537737,0.0
945,614,2367681,mortgage,23.0,36,2020-05-08,late,700+,2189501.909738956,0.0
946,483,2865825,personal,8.4,36,2020-01-19,default,700+,3309565.6169527997,370343.7510157957
947,790,724261,business,22.7,120,2020-12-22,active,300-500,701897.2346977348,0.0
948,441,3780433,personal,16.4,36,2021-02-22,active,600-700,4317849.64748158,0.0
949,914,4436111,personal,22.3,12,2022-08-16,active,500-600,4938278.478127185,0.0
950,1063,34363,auto,14.5,36,2021-08-28,active,700+,38709.60288317847,0.0
951,1087,404798,auto,23.6,36,2020-03-21,default,500-600,484105.6226265576,54171.91043229088
952,943,2055990,mortgage,9.2,12,2021-09-06,late,500-600,2260568.0084198625,0.0
953,137,1395049,personal,16.1,120,2022-05-30,paid,700+,1135034.709333346,0.0
954,610,2108772,mortgage,7.5,24,2021-10-27,active,300-500,1860302.9319748862,0.0
955,519,1508447,personal,13.9,60,2022-02-19,active,300-500,1227993.6075690174,0.0
956,850,3251147,personal,16.4,120,2020-04-27,paid,500-600,2847892.3732700874,0.0
957,268,4897198,mortgage,17.1,36,2022-05-03,paid,600-700,4038110.979541205,0.0
958,1064,1555288,personal,12.3,24,2021-05-08,active,600-700,1556293.9859009942,0.0
959,1008,4112622,personal,6.5,60,2022-03-01,paid,600-700,3336498.197067114,0.0
960,442,1605123,mortgage,18.1,60,2021-05-06,default,700+,1587517.4328446975,177644.81171519757
961,925,4224959,business,14.8,60,2022-05-24,active,300-500,4898993.592041943,0.0
962,405,2009085,business,7.7,12,2020-08-12,active,600-700,2208849.1352895442,0.0
963,641,959133,mortgage,23.7,12,2022-09-13,paid,600-700,1129458.110767952,0.0
964,801,460400,personal,24.1,24,2021-02-22,default,600-700,410059.2698550008,45886.04841644546
965,968,4870774,personal,22.1,36,2022-02-18,active,500-600,4931338.794526271,0.0
966,636,4079305,personal,21.9,24,2020-05-16,paid,300-500,3783277.102478669,0.0
967,211,1401538,mortgage,7.0,36,2020-08-13,paid,300-500,1398073.2835258488,0.0
968,510,4117560,mortgage,24.9,120,2020-11-29,paid,300-500,4211565.261145233,0.0
969,1046,181236,mortgage,13.0,60,2020-08-16,active,500-600,147612.09181716957,0.0
970,305,3020129,mortgage,8.3,60,2020-11-18,late,300-500,2697888.647356277,0.0
971,284,99743,personal,21.2,12,2020-04-17,active,500-600,107912.86052805361,0.0
972,481,4652179,mortgage,9.5,120,2022-03-22,default,300-500,5160063.009711147,577416.287111958
973,595,4122924,personal,15.5,120,2021-03-20,default,600-700,4237461.083938818,474176.1953806709
974,478,1965206,mortgage,7.6,36,2022-07-05,active,700+,1785058.7322795629,0.0
975,146,4098077,mortgage,14.5,120,2020-01-07,active,500-600,3942487.9607227105,0.0
976,985,1148422,mortgage,16.2,12,2020-05-07,paid,600-700,962853.9150297774,0.0
977,839,768795,mortgage,13.9,36,2020-12-18,default,700+,908155.8893968242,101623.56560132906
978,650,1774688,mortgage,6.4,24,2022-09-21,active,600-700,2036402.9936108976,0.0
979,627,2967817,personal,14.7,36,2020-09-23,active,700+,2452131.9041567473,0.0
980,603,2714489,personal,14.4,24,2021-11-15,active,300-500,2352366.0322128865,0.0
981,121,249647,mortgage,10.2,36,2022-07-16,active,700+,257744.99358377952,0.0
982,312,4494266,personal,23.4,60,2020-08-01,late,500-600,4013253.831814566,0.0
983,409,4103776,mortgage,13.4,24,2020-09-03,paid,300-500,4816849.26355745,0.0
984,760,4524153,auto,22.3,12,2021-09-09,late,700+,4986685.357287846,0.0
985,1067,4748696,business,7.2,24,2021-08-17,active,700+,4318068.125677923,0.0
986,852,4590784,business,11.4,24,2022-03-14,default,500-600,3683831.304348264,412224.46123243135
987,371,3807920,personal,8.5,36,2021-01-08,active,700+,4264028.683963853,0.0
988,670,3782515,business,13.2,60,2021-02-24,paid,300-500,3667662.27516467,0.0
989,898,2952609,mortgage,7.2,36,2021-12-15,active,600-700,3120763.285372271,0.0
990,1037,1810200,mortgage,13.8,36,2020-02-10,active,300-500,1655952.7315910533,0.0
991,301,434632,personal,12.1,60,2021-12-17,active,500-600,372544.51618454425,0.0
992,131,1582732,auto,9.5,36,2020-12-13,active,600-700,1693720.5065160948,0.0
993,542,1950593,personal,17.8,60,2021-07-14,default,500-600,1911834.3957467023,213936.20897408202
994,261,1519837,auto,24.0,12,2020-05-22,default,300-500,1358837.4451860385,152055.2890364691
995,866,2750855,personal,9.1,60,2020-05-20,paid,500-600,2352121.8682986754,0.0
996,353,1501625,mortgage,19.2,120,2021-07-18,late,500-600,1549965.0684013672,0.0
997,620,3350444,mortgage,19.8,60,2020-04-16,active,600-700,3652720.9775475306,0.0
998,1076,3760222,personal,15.0,60,2020-02-02,active,300-500,3435168.800195402,0.0
999,750,1390188,personal,23.0,120,2020-07-18,paid,700+,1520944.932371659,0.0
1000,579,3137555,mortgage,24.3,60,2020-04-28,active,500-600,2739866.388098001,0.0
1001,109,3070465,personal,12.2,24,2022-03-10,active,500-600,2872009.413983338,0.0
1002,825,3179451,mortgage,18.0,36,2020-08-16,paid,500-600,3490887.492659362,0.0
1003,604,2828767,mortgage,18.2,36,2021-09-21,active,600-700,3009970.4814566034,0.0
1004,884,3876610,auto,13.1,12,2021-11-18,active,300-500,3520773.8389167907,0.0
1005,935,1472333,mortgage,11.3,12,2022-08-21,active,500-600,1249795.7572930402,0.0
1006,659,580217,personal,23.7,120,2020-07-03,active,500-600,474031.12128104555,0.0
1007,535,133199,personal,20.8,24,2022-04-09,active,700+,151202.98562002758,0.0
1008,210,2138825,personal,7.3,12,2022-04-29,active,300-500,1775346.1921137914,0.0
1009,252,434190,business,7.4,36,2020-08-02,active,700+,367297.8466545966,0.0
1010,734,3482696,auto,23.5,12,2022-01-02,active,300-500,3117306.3444869537,0.0
1011,1016,2130677,personal,6.6,12,2020-05-09,active,300-500,2084372.8753682585,0.0
1012,968,2689244,personal,18.8,60,2022-04-24,default,500-600,3000967.266721406,335811.2824656758
1013,201,3232989,auto,9.5,12,2020-09-28,active,300-500,2906431.668593604,0.0
1014,852,4961904,auto,5.7,120,2022-01-27,active,600-700,5048257.500627699,0.0
1015,932,2607979,auto,6.2,36,2021-09-26,active,700+,2180659.05587342,0.0
1016,290,2026307,auto,12.5,120,2020-01-08,active,300-500,1997542.3605140706,0.0
1017,828,3971643,mortgage,6.6,120,2021-02-06,active,500-600,3459521.865829613,0.0
1018,662,2114417,personal,16.9,24,2022-07-16,active,500-600,1870152.4089498848,0.0
1019,903,819195,mortgage,17.9,60,2021-08-01,default,500-600,775557.6076319457,86785.6833138437
1020,180,4220037,mortgage,12.5,120,2021-09-18,default,500-600,4661195.783352988,521592.53824233054
1021,588,908628,mortgage,19.9,24,2021-01-03,paid,700+,997305.1607309562,0.0
1022,994,3771054,mortgage,14.8,36,2022-03-10,active,300-500,3642797.401146749,0.0
1023,187,2406716,personal,13.6,36,2021-09-08,active,600-700,2039615.9062133348,0.0
1024,293,2565517,personal,13.1,24,2022-09-07,active,500-600,2340461.24917159,0.0
1025,203,1079634,mortgage,13.6,120,2021-06-20,paid,500-600,1081946.9113753357,0.0
1026,882,2353453,personal,24.4,120,2020-02-22,active,500-600,2701210.303522149,0.0
1027,195,1355649,mortgage,18.6,60,2020-09-03,active,500-600,1609564.5601268306,0.0
1028,522,1011675,auto,11.3,60,2020-12-02,active,300-500,1067305.363276127,0.0
1029,990,2067244,auto,19.7,36,2020-10-07,default,300-500,1943777.017344724,217510.62074561277
1030,297,2717929,mortgage,11.6,60,2020-02-02,paid,500-600,2928246.1007784437,0.0
1031,100,3858444,mortgage,7.5,24,2022-03-09,paid,700+,3605685.2600704697,0.0
1032,506,2184749,personal,14.5,36,2021-07-01,active,300-500,2294400.200751391,0.0
1033,477,3152536,mortgage,20.0,120,2020-12-08,active,600-700,2829421.9571468807,0.0
1034,266,1851049,mortgage,12.6,36,2022-06-09,paid,500-600,1678522.8673702565,0.0
1035,608,4282513,mortgage,22.4,12,2020-08-26,active,700+,3554872.225200507,0.0
1036,737,3938125,auto,12.7,36,2021-05-06,active,500-600,3812327.3500238038,0.0
1037,412,4135186,mortgage,12.0,60,2021-12-29,paid,300-500,4330655.448422529,0.0
1038,692,3348669,personal,25.0,24,2020-06-25,default,700+,3735500.470278147,418006.2933327869
1039,517,3832147,personal,14.6,120,2020-02-13,late,300-500,4307867.498021653,0.0
1040,862,634152,mortgage,21.1,120,2020-10-30,active,600-700,759065.8530175467,0.0
1041,780,2255772,mortgage,21.1,60,2021-10-31,active,600-700,1883800.3636730781,0.0
1042,576,4370866,auto,23.5,60,2020-09-25,active,500-600,4358866.693819898,0.0
1043,172,2314310,mortgage,6.7,60,2021-11-13,paid,700+,2334096.957439824,0.0
1044,240,986264,mortgage,10.4,12,2022-01-02,default,700+,1106404.1420932661,123807.74625628984
1045,681,4103569,mortgage,20.4,24,2021-02-03,default,700+,3720063.418982564,416278.8716276105
1046,361,4490757,mortgage,16.3,12,2022-01-11,late,700+,3717219.2925497605,0.0
1047,439,3938094,mortgage,16.2,60,2021-08-25,default,500-600,3644719.8752660807,407847.8526286653
1048,407,2975483,mortgage,8.3,24,2022-07-10,active,300-500,3551450.6114430455,0.0
1049,344,4429713,mortgage,10.6,60,2022-08-28,default,600-700,5137476.9466956565,574888.8837406547
1050,614,2800353,personal,15.4,24,2021-03-06,default,500-600,2683014.8051311355,300232.07936213876
1051,436,4943229,auto,10.5,120,2021-02-24,active,300-500,5687228.462433818,0.0
1052,674,3071316,personal,9.2,12,2020-05-10,active,500-600,2497292.548455696,0.0
1053,660,2475849,personal,6.8,60,2021-02-13,paid,700+,2291847.9403942656,0.0
1054,175,2943865,personal,8.1,60,2022-01-07,active,300-500,3210946.3843503413,0.0
1055,979,592314,personal,20.4,36,2020-08-12,paid,700+,526318.9074435153,0.0
1056,274,3851185,mortgage,19.4,120,2020-05-22,active,500-600,3386564.1026014574,0.0
1057,208,2515700,personal,5.9,60,2021-07-31,late,300-500,2879779.6973530296,0.0
1058,282,155693,personal,9.1,12,2021-06-23,active,700+,162914.28802476858,0.0
1059,291,1659734,mortgage,16.2,120,2020-05-04,active,700+,1984393.052941963,0.0
1060,164,3698190,mortgage,11.5,60,2020-07-30,active,500-600,3157765.620047514,0.0
1061,948,920789,personal,21.5,12,2022-07-22,active,500-600,867798.8479871207,0.0
1062,1062,895621,mortgage,20.7,36,2021-03-03,active,500-600,827988.4925072751,0.0
1063,573,4503122,auto,22.8,36,2021-03-12,active,700+,5187834.737032501,0.0
1064,882,571548,business,16.3,12,2021-08-14,default,300-500,515604.08617501706,57696.62046735321
1065,199,714824,mortgage,12.0,120,2020-08-25,active,500-600,672924.1616805764,0.0
1066,643,1842500,personal,17.1,12,2021-10-05,default,600-700,1579268.5663727901,176721.75518621193
1067,963,4389845,auto,6.8,12,2020-11-23,paid,500-600,4873432.050671048,0.0
1068,227,1713728,mortgage,5.2,36,2022-03-22,paid,500-600,1533925.9093648947,0.0
1069,551,4772315,personal,5.3,36,2020-04-28,active,700+,3948270.3439911623,0.0
1070,1013,3387136,auto,13.2,36,2020-02-15,active,700+,3299217.780964685,0.0
1071,468,478451,mortgage,9.6,60,2020-03-24,active,700+,457678.21234700806,0.0
1072,950,3397841,business,8.1,60,2022-03-04,paid,500-600,2959667.934546473,0.0
1073,142,3232026,auto,17.3,24,2020-12-17,paid,700+,2758337.114848192,0.0
1074,983,4787830,mortgage,24.9,60,2020-01-13,active,600-700,5547289.409181111,0.0
1075,518,269425,auto,8.6,120,2021-09-28,active,300-500,222851.60031562613,0.0
1076,587,520609,mortgage,15.9,120,2022-04-16,active,600-700,437168.07114188577,0.0
1077,177,4504893,mortgage,7.4,36,2020-06-20,active,300-500,4045479.112587775,0.0
1078,925,4913467,auto,23.7,12,2020-08-21,active,600-700,5803471.165873585,0.0
1079,900,2103333,mortgage,10.8,36,2020-06-29,default,600-700,1754503.0038781383,196330.66656734538
1080,369,640458,auto,22.6,12,2020-02-20,active,600-700,721415.6895624371,0.0
1081,773,1978093,auto,10.7,36,2022-02-19,default,300-500,2288299.2480459595,256063.00797511925
1082,800,2454913,business,21.1,36,2021-11-11,paid,600-700,2334983.3723073667,0.0
1083,858,3797132,auto,9.2,120,2021-01-29,default,300-500,3484087.9320889134,389872.9751811647
1084,999,3819821,mortgage,10.9,12,2022-07-21,active,700+,4090841.468531976,0.0
1085,827,805911,personal,8.8,24,2022-04-07,active,600-700,871233.1814449542,0.0
1086,414,4803953,auto,10.3,24,2022-03-10,active,300-500,5341951.852512236,0.0
1087,1024,1735240,personal,21.7,36,2021-03-04,paid,300-500,1964685.080653282,0.0
1088,950,438910,personal,17.8,36,2020-09-30,active,600-700,398248.5798393505,0.0
1089,1001,3279960,personal,13.1,120,2022-05-10,active,500-600,3525250.630289653,0.0
1090,988,4047746,auto,24.4,12,2020-07-25,active,600-700,3456622.4423401593,0.0
1091,1092,91171,auto,14.3,36,2020-05-27,active,500-600,91562.35449128482,0.0
1092,1044,2483447,mortgage,24.4,24,2020-10-26,paid,600-700,2595586.4696609816,0.0
1093,267,2193448,mortgage,8.9,12,2022-07-20,active,300-500,1896658.6372157205,0.0
1094,438,1199138,mortgage,23.1,36,2021-03-28,active,600-700,996007.1596104844,0.0
1095,292,2259476,mortgage,5.3,12,2022-09-26,active,700+,1983590.6239720748,0.0
1096,552,2769374,mortgage,15.9,120,2021-07-02,active,600-700,2681406.2171979607,0.0
1097,382,1462242,personal,13.5,24,2021-11-03,default,300-500,1689088.9468330836,189010.76720317084
1098,435,3473894,personal,15.5,12,2022-09-04,active,700+,3518240.9311618563,0.0
1099,489,793258,mortgage,16.1,24,2021-01-17,active,300-500,872105.5897244487,0.0
1100,1099,1906999,mortgage,12.8,36,2022-02-25,paid,600-700,1658436.5765229042,0.0
1101,624,2862889,mortgage,25.0,60,2022-08-04,default,600-700,2411672.7269808506,269868.6254647898
1102,339,1370573,business,24.5,12,2022-03-10,active,500-600,1227823.6322808368,0.0
1103,931,1887887,personal,24.2,24,2021-09-09,active,300-500,1747337.900344621,0.0
1104,1057,1771201,personal,24.6,12,2021-06-17,active,300-500,1805280.3375359592,0.0
1105,582,2347180,mortgage,20.9,36,2020-08-20,active,700+,2705118.678677203,0.0
1106,758,3495862,personal,24.8,36,2021-09-25,active,700+,3392513.9949890217,0.0
1107,815,1410507,personal,22.8,24,2020-05-08,active,500-600,1421112.990217058,0.0
1108,691,4245040,personal,13.3,120,2022-04-01,late,300-500,3403865.857918971,0.0
1109,990,4413428,mortgage,20.7,12,2021-12-29,active,700+,3589550.5564408666,0.0
1110,654,2574462,personal,23.2,12,2021-10-21,paid,500-600,2145833.8487935495,0.0
1111,557,2767398,auto,19.3,36,2021-07-23,paid,500-600,2987676.333666597,0.0
1112,188,398742,mortgage,13.5,12,2022-07-19,late,500-600,396539.56750674074,0.0
1113,759,2331945,personal,6.3,24,2020-08-24,active,500-600,2045545.9608441496,0.0
1114,194,652911,auto,21.2,60,2021-08-04,paid,600-700,677094.6768457635,0.0
1115,551,686935,personal,24.1,36,2022-08-23,late,600-700,699193.2594039239,0.0
1116,527,1695124,auto,12.2,60,2021-12-01,active,500-600,1416309.531072547,0.0
1117,250,3133305,business,8.0,12,2022-01-23,active,700+,3309287.4171273992,0.0
1118,613,4637163,personal,11.5,120,2021-07-28,active,500-600,5132699.276252765,0.0
1119,475,4083332,business,16.7,24,2021-04-29,default,600-700,3734704.3130958406,417917.2025361629
1120,121,411072,auto,11.3,12,2020-08-28,active,500-600,441900.5685910896,0.0
1121,982,2105637,business,17.2,24,2022-08-14,active,600-700,1852724.3218543301,0.0
1122,412,2798302,mortgage,24.3,12,2021-11-27,paid,300-500,3085663.901146881,0.0
1123,1096,966010,personal,18.4,12,2022-02-09,active,300-500,1125121.1860456956,0.0
